upi_id,label
phonepe-urgent@unknown,1
glxvffxdb@axl,0
ie9tkk7d@odglrhjw,1
ohbyatyqdfv@ibl,0
service821@amazanpay,1
myntra@phonepe,0
51498@googlepay,1
flipkart@fbl,0
grofers@paytm,0
wpuyv@paytmm,1
zomato@okicici,0
amazonrefund@amazonpey,1
ifaigc@phonepe,0
sjyqdje225@phonepay,1
airbnb@paytmm,1
3182145@phonepe1,1
phonepe-claim@paytam,1
oyo@paytm,0
1a89ezjp1rqpx7@ybl,1
myntra226@jio,0
security848@test,1
makemytrip817@ibl,0
bigbasket538@okicici,0
urgent82@gpai,1
kmwixtb25@gpay,0
claim475@goooglepay,1
inbfae@airtel,0
ola@gpai,1
services@paytym,1
makemytrip@axl,0
ubfiqtjiuk@phonepay,1
zomato@jio,0
sdmgi12@amazonpay,0
gpay_offer@googlepey,1
t54pq55ypo9m@yzftfp,1
nq6dwsz4@ibl,1
zomato@okhdfcbank,0
amazon641@amazonpay,0
trader@paytmm,1
zomato@jio,0
7dmbwz4wnsv0@wpfsw,1
tcjiflzetq@paytnn,1
rqflbwc@ybl,0
5lfhywno@ziqrnogj,1
952844398@airtel,1
504726593@googlepai,1
1164101@paytmm,1
meesho@jio,0
lns9y6cseurs@npuwqpe,1
swiggy211@okhdfcbank,0
help730@paytam,1
iisuwps@googlepai,1
im8521g60z@amazonpay,1
dunzo227@okhdfcbank,0
airbnb@airtel,0
bonus990@phonepee,1
prize722@phonpe,1
ola455@ybl,0
gpay-team@phonpe,1
swiggy@ybl,0
bookmyshow@fbl,0
tiixavza@paytm,0
5d18ho93ulq@vofa,1
0273346@paytm,1
bigbasket508@okicici,0
myntra@ybl,0
bookmyshow@gpay,0
flipkart@airtel,0
oyo@jio,0
yuegoh25s7h2tf@amazonpay,1
cjmkoorlw@gpaay,1
myntra@fbl,0
dtfiy83@ybl,0
trader@phonepee,1
iogqakuzvgol@ybl,0
bigbasket@fbl,0
eiunujruokbc@paytm,0
qnm0h5rho89wjlt@yaenb,1
c0z9ssqj1i@niopfyg,1
14586583@oksbi,1
grofers568@phonepe,0
0399501776@googlepay,1
oyo991@oksbi,0
ilvrns8@fbl,0
myntra207@okicici,0
support86@paytnn,1
reward218@phonepee,1
makemytrip804@jio,0
meesho218@okicici,0
myntra@ybl,0
business@paytmm,1
phonepehelp@goooglepay,1
airbnb@googlepay,0
3771144814@axl,1
meesho313@googlepay,0
ttsrtyhys28@oksbi,0
u5gjdhb3op2mj@sapa,1
airbnb844@amazonpay,0
809470@phonepee,1
myntra640@oksbi,0
bigbasket@jio,0
leslouufhv92@paytm,0
qhhrki59@oksbi,0
vlehrgkmqy@paytnn,1
flipkart@okicici,0
reward72@okicici,1
ohieg362@googlepay1,1
immrayl@amazonpay1,1
amazon-service@paytmm,1
u800qdfzl@urciblmb,1
offer758@phonepay,1
meesho184@axl,0
dmafkaw90@jzhbynkz,1
flipkart596@okhdfcbank,0
vimwldehtm@phonepe,0
zomato@phonepe,0
grofers706@fbl,0
ola983@fbl,0
oyo@oksbi,0
p9v8dewx35yru21@cngexdvu,1
vkbdugu70@bpzce,1
zomato@ybl,0
admin28@paytam,1
zomato@phonepe,0
security762@jio,1
3653033002@googlepay1,1
zomato981@phonepe,0
4ey6uy8j5@gpay,1
gecblwhb@airtel,0
9ps1rtf98vz90@yyuf,1
prize529@fbl,1
grofers697@okhdfcbank,0
dunzo553@gpay,0
oi01scfdcs2pa77@cyeemdl,1
business@phonepay,1
xstmjtw@amazonpay,0
upmzu@phonepe,0
verify522@paytam,1
vlhukcx@airtel,0
ola@jio,0
sjmyynyjw@axl,0
dunzo@paytmm,1
yisdue5m7@fbl,1
68486619@oksbi,1
7769091@gpay,1
makemytrip133@okhdfcbank,0
j9r41p3emt6@googlepay,1
xdulbvcoq444@goooglepay,1
bookmyshow@fbl,0
hrswdcfmwd95@gpay,0
izqqkvar@phonpe,1
ola538@okicici,0
myntra426@gpay,0
verify17@amazonpay,1
mvwoqgwpuhw87@okhdfcbank,0
bookmyshow@amazonpay,0
tyqkkoest82@okhdfcbank,0
oyo@fbl,0
dunzo266@airtel,0
7e6pr14gmwtuj@cbzmarsz,1
nhjbwd35@okhdfcbank,0
33292816@googlepai,1
78923435@okhdfcbank,1
shop@amazonpay1,1
uczizcjn@airtel,0
grofers@airtel,0
8282103@amazonpay,1
flipkart-admin@paytym,1
gpay-customer@paytam,1
flipkart_urgent@paytym,1
amazon209@airtel,0
kjlnctgtte@okaxis,0
164104411@amazanpay,1
swiggy50@airtel,0
yhskzssjfa57@ybl,0
snfjkjk168@goooglepay,1
amazon@airtel,0
official528@googlepai,1
btnpk3vmemwg3@fbl,1
airbnb492@okaxis,0
wy3zhj3sa0hxd0@paytm,1
ebmvzleuyzid21@jio,0
997341692@temp,1
uber@paytym,1
iqiqhqv21@gpay,0
wywzkjm@fbl,0
suyjq57@amazonpay,0
refund936@paytnn,1
6an1n0jqp@phonepe,1
prize405@phonepee,1
swiggy@paytm,0
lnpathhufes@phonepe,0
dealer119@phonpe,1
948897@ybl,1
xbre6y8yzkey@xfoqfhb,1
amazon@googlepay,0
makemytrip@paytnn,1
19w4n31ss4tka3@jecwxie,1
bigbasket569@ybl,0
fnwelzzeb25@amazonpay,0
dzgplh@amazonpay,0
gynodmdkkg@airtel,0
zynakrh@jio,0
152582635@paytam,1
bookmyshow976@phonepe,0
gxjvr85@phonepe,0
ola@ybl,0
ozmoau@okhdfcbank,0
xugtfux@paytmm,1
0875882@okhdfcbank,1
uber@oksbi,0
grofers@jio,0
uber996@jio,0
meesho145@paytm,0
yjms016eaj@bbdw,1
dunzo@googlepay,0
qzqnuqwqladx26@ybl,0
bigbasket@airtel,0
qdf9umbvigvc@okhdfcbank,1
paytm_claim@paytm,1
paytmsecurity@temp,1
bookmyshow@jio,0
uwowtk83@oksbi,0
bookmyshow@jio,0
jnlziwznu58@okicici,0
grofers@oksbi,0
72x5v2gr1@gtdrrlc,1
kueaqol@axl,0
bigbasket@oksbi,0
meesho@fbl,0
04486301@goooglepay,1
xpsgbpcam@paytm,0
phonepeprize@amazonpay1,1
security490@temp,1
haqsh5wj@rchj,1
shop963@goooglepay,1
winner812@googlepay1,1
wcwhnkuddgs8a7@jio,1
jailozxou@paytym,1
46vjy3op@eyufroei,1
3989969@gpai,1
bonus318@test,1
seller@gpai,1
eoipkycfk@ybl,0
store@goooglepay,1
hbhal98@ybl,0
official628@unknown,1
xzvfgccdnp625@phonepee,1
help312@gpaay,1
oaogmuduvu@ybl,0
q6984pl0@njkycda,1
oyo@okicici,0
amazon@okaxis,0
74euzzbn3@fbl,1
akpvtm@okhdfcbank,0
93392226@googlepey,1
whgnfuzp@okhdfcbank,0
4772734@phonepe1,1
flipkartverify@amazanpay,1
meesho@okicici,0
bigbasket55@gpay,0
cblcotavpr9@jio,0
ldfwlnjnm@airtel,0
wsbxbbazzxr29@okicici,0
6559085519@oksbi,1
oyo617@jio,0
kcpgvrtlvdcb@okaxis,0
xdnms@amazonpay,0
bpitqkz@oksbi,0
amazon@oksbi,0
prize682@ybl,1
mmohf@paytmm,1
hxuhytfrdxw@paytm,0
meesho492@airtel,0
wkthx601@amazonpay1,1
qbpwgqtgo@ibl,0
customer524@gpey,1
airbnb@paytm,0
tjhxjzu@gpaay,1
wryxxq@ibl,0
zomato@googlepay,0
jqrxny8n@phonepe,1
23025@paytam,1
amazon@ibl,0
oyo480@amazonpay,0
oyo@ibl,0
1944576@gpai,1
security951@okicici,1
myzydgwyp60@jio,0
607040611@amazonpey,1
prize180@amazonpay1,1
amazon938@amazonpay,0
amazon206@airtel,0
56490@googlepey,1
ghkxx71@googlepay,0
urgent297@unknown,1
862ixkbzydst@ozlupsd,1
eqwldzeejox@amazonpay,0
paytm-customer@paytmm,1
business@phonepay,1
dunzo@airtel,0
wuucosukckqc@oksbi,0
airbnb904@amazonpay,0
dunzo@okhdfcbank,0
21690731@okaxis,1
flipkartoffer@paytm,1
winner950@paytym,1
myntra@okaxis,0
daljxvllxe272@googlepai,1
bfynnchfrkh@oksbi,0
86088@paytmm,1
ppnyeyxnffwz@jio,0
bigbasket@googlepay,0
kr7vbf6g912gqj@elzjm,1
flipkart_urgent@fbl,1
zqtcwzwdo8@okaxis,0
218688@amazonpay,1
qgzevlfm@gpey,1
egbxzodzdkb@jio,0
grofers@paytmm,1
abhchpem@googlepay1,1
xyrvaff679@gpaay,1
q0gqilawq1ei3@thkpnawi,1
oyo@amazonpay,0
oyswluzg277@googlepay1,1
gpaybonus@gpey,1
mkxcwopzlboj33@paytm,0
paytmurgent@googlepey,1
myntra@okhdfcbank,0
prize986@amazonpey,1
oyo@paytmm,1
5475697@phonepee,1
admin724@amazonpay,1
19572175@temp,1
flipkart814@okicici,0
022231@paytym,1
admin959@okhdfcbank,1
nwtiite@ybl,0
eywue753@gpaay,1
mdxvfzs@gpay,0
dealer@paytnn,1
oyo794@oksbi,0
4882105@amazanpay,1
zomato393@gpay,0
6djs51kae333s@jio,1
bookmyshow@oksbi,0
rfkyqhggbbgi@okicici,0
airbnb@ibl,0
wdyddgalo@phonepe,0
iqksndcni81@ibl,0
relrghdcir@amazonpey,1
850512324@oksbi,1
ola6@okicici,0
c12asm1tf@rboydzp,1
lsdllpkkuh280@phonepe1,1
flipkart_official@paytm,1
dunzo@okaxis,0
paytm-customer@okhdfcbank,1
oyo@googlepey,1
35580958@amazanpay,1
zuqrr@paytnn,1
hgrpxtzmqjs@jio,0
jetsmkwghgpj70@phonepe,0
33189413@googlepay1,1
jhnjdgetkvms50@amazonpay,0
flipkart@paytmm,1
makemytrip@airtel,0
vqw8f881z@okaxis,1
uambam76@fbl,0
myntra@amazonpay,0
qochg@paytm,0
72453@paytam,1
amazon@okhdfcbank,0
pcebefpngdur@axl,0
services105@paytmm,1
ruksazpyoow73@fbl,0
phonepe-team@paytmm,1
rntkpf@okhdfcbank,0
pjqszoirs@paytmm,1
grofers198@googlepay,0
makemytrip@gpay,0
grofers@amazonpay1,1
zomato638@amazonpay,0
airbnb@fbl,0
v10dlvbkt@dabpjpm,1
refund186@okicici,1
paytm_reward@phonepay,1
offer246@phonepe,1
meesho506@phonepee,1
phonepe-prize@airtel,1
9574076@axl,1
dtcus44@axl,0
swiggy@oksbi,0
zomato155@okaxis,0
kjhbjvbi@dgyks,1
paytm_bonus@amazonpey,1
ssluk@amazonpey,1
ufyyasrbpxzf11@ybl,0
makemytrip739@airtel,0
claim838@temp,1
idlpp20@airtel,0
husrcwauqzb8@okaxis,0
yplzbieegv@airtel,0
25591015@paytam,1
verify901@paytym,1
ooalrcxnn@googlepai,1
makemytrip@jio,0
bigbasket@gpey,1
duskc26@axl,0
airbnb@airtel,0
cashback272@phonepe1,1
zkcapcx@oksbi,0
bigbasket772@amazonpay,0
59789@gpey,1
amazon@paytm,0
phonepe-urgent@gpai,1
dgzzhjsab5g4vb@axl,1
refund322@amazonpay,1
ohvkabshpo77@airtel,0
vjkgbhzi@airtel,0
bookmyshow@fbl,0
bookmyshow@oksbi,0
myntra84@paytm,0
meesho@axl,0
tnzjo883@phonepe1,1
ola@googlepay,0
75452660@okicici,1
dunzo@axl,0
amazon@okicici,0
7326069@gpay,1
vhmbgakakyku@airtel,0
grofers@ybl,0
41495@phonpe,1
prize746@phonpe,1
myntra@oksbi,0
gpay-offer@googlepay1,1
mkzlpopslv6@paytm,0
oyo@oksbi,0
yshtyreh747@goooglepay,1
6bwsx369gued@wntayy,1
amazon@gpay,0
73086@okicici,1
grofers@googlepay1,1
flipkart_reward@airtel,1
6blg58ydisodo3s@ubatyw,1
f8b3jolnpufnqt@airtel,1
5o2v64xmmmp@bezjtfa,1
kaifa48@okaxis,0
airbnb@okaxis,0
company@phonepay,1
mbodvbwuvv@okaxis,0
teb91nkbm36@fbl,1
468944@temp,1
teosmn@phonepe,0
meesho@fbl,0
grofers@googlepey,1
ola590@amazonpay1,1
jojxr8@ibl,0
airbnb@oksbi,0
gpaysecurity@phonepe,1
makemytrip499@jio,0
oyo@paytm,0
offer783@amazonpay,1
myntra@okaxis,0
bigbasket@jio,0
mk7piuru948@myxed,1
amazon@phonepe,0
8269764@ibl,1
th276flq@amazonpay,1
avahlmke448@paytym,1
grofers@fbl,0
grofers541@paytmm,1
myntra@ibl,0
gpay_cashback@paytam,1
5441919105@fbl,1
bookmyshow200@axl,0
oyo@amazonpay1,1
4xs4y0j2n4ok@rpxcul,1
x8gwous5hi@axl,1
mgiumwg80@gpay,0
joqtwc@gpey,1
o610oitt@ybl,1
6262330@ybl,1
ajbenwqsf@paytnn,1
gjsvltav@paytmm,1
zutea@amazonpay1,1
oyo@amazonpay,0
flipkart@oksbi,0
nkbtswrhl399@paytam,1
oyo@axl,0
oyo@oksbi,0
04788@axl,1
uber17@ibl,0
2384162@paytam,1
vendor725@googlepay1,1
service865@axl,1
03958073@axl,1
kkkxnsurebn@okhdfcbank,0
709552@googlepey,1
412377158@googlepey,1
1548085074@gpai,1
cbshiii849@gpey,1
makemytrip@fbl,0
bxedpcp578@phonepay,1
057861407@amazonpay,1
paytmreward@temp,1
fyuwel@ibl,0
swiggy@gpai,1
2985321476@googlepay1,1
trader@goooglepay,1
grofers@paytm,0
grofers@phonepe,0
brvelgcqaus75@okicici,0
bigbasket@ibl,0
ad7xzhnh0h5@tphcn,1
uber@airtel,0
myntra@okhdfcbank,0
security368@phonepee,1
18407@jio,1
4m78qgesrcow3k@xxxxczx,1
lyygn18@ibl,0
ijckl9bfwyl5a@kgqer,1
sgfwuzz@paytm,0
7403182986@googlepai,1
w91xtgjw0mlh9bt@kbeabz,1
potzdyjckpww21@googlepay,0
paytm-urgent@okhdfcbank,1
hoslkegilez50@phonepe,0
p2036o2do5@yeujbu,1
bigbasket@oksbi,0
winner597@paytnn,1
iaqvn88@airtel,0
customer251@paytmm,1
zawfqgjz@axl,0
flipkart@oksbi,0
ukmxl25@googlepay,0
team655@paytm,1
uber@googlepay,0
32105324@phonepay,1
stzt17hg1grw8n@dcajc,1
phonepe_help@phonepee,1
srvmmuf@googlepey,1
ddujwjre@amazonpay,0
bigbasket421@okaxis,0
rcbayjrmej15@amazonpay1,1
bigbasket407@okicici,0
rzawaqpg@fbl,1
jnzebytc84@paytm,0
gkuktoulva164@paytnn,1
amazon@paytm,0
23816@gpai,1
vendor410@googlepey,1
pmplrfaz@amazanpay,1
ebaougxulgaz@gpay,0
myntra@okicici,0
bigbasket@okicici,0
kelypw43@gpay,0
10514763@fbl,1
cashback489@oksbi,1
swiggy@gpaay,1
gpay_admin@googlepay1,1
cxumjhtb@phonpe,1
enterprise@phonpe,1
myntra284@axl,0
oyo@ibl,0
8960214@amazanpay,1
qcewjvfzp389@googlepai,1
gs33ajwv0xoecx@fbl,1
meesho@airtel,0
dunzo@okaxis,0
swiggy@okhdfcbank,0
jmxmulc@phonepe,0
ryl1gzjobca@qzxkr,1
wdj0vvtp@okaxis,1
tm2th4d4qcadc1t@rgwdhuu,1
dunzo309@paytm,0
ydmfyfc@amazonpay1,1
customer101@goooglepay,1
821585@phonepay,1
4729347208@paytam,1
amazon@airtel,0
1g8e8fcr@jio,1
dunzo@ybl,0
sztyyquyf@ibl,0
oyo@paytm,0
kjwvfubhnz995@phonepee,1
5941324@airtel,1
hpaxpzgzxba@gpay,0
bonus877@okicici,1
iuv00cbqu2q6y@yzqjqkth,1
grofers@phonepe,0
flipkart@ybl,0
uber@gpay,0
meesho951@oksbi,0
bigbasket@axl,0
zomato@amazonpay,0
etbpert@jio,0
swiggy674@paytm,0
vgvkos90@oksbi,0
piiuli27@ibl,0
oepqfp@oksbi,0
ohzmmxytnz79@jio,0
cs092qwym98ro@ileubl,1
bookmyshow@gpay,0
dunzo@phonepe,0
ornhkjh2@hvuqy,1
wsppbpvpkytq36@oksbi,0
vzpxcsgnltas11@jio,0
rinksg@gpai,1
uktyywt@amazonpay,0
3p3qracf@fbl,1
v2nb24iz@jwmrogfm,1
enterprise@paytnn,1
amazon312@airtel,0
zomato@oksbi,0
weplg321@amazonpey,1
421571932@amazonpay,1
jjpcowmxyfua95@googlepay,0
rbkbir178@gpey,1
xfpduu50@gpay,0
lfvfxa692@amazonpay1,1
thnfefdfq43@gpay,0
swiggy@ybl,0
pkmjlojjhu28@fbl,0
67258570@paytam,1
reward787@phonepee,1
bigbasket662@phonepe,0
qpieezq62@amazonpay,0
lmgpgi71@okicici,0
grofers495@paytm,0
2gz6dqich2@khkiouo,1
bookmyshow@fbl,0
bigbasket@gpay,0
makemytrip@googlepay,0
ejzfvkkw@googlepay,0
exyhuvfp@axl,0
mxdhrvvu@amazonpay,0
oonxpsw@axl,0
uber@okhdfcbank,0
service211@paytam,1
865538@phonepee,1
31081662@googlepey,1
flipkartteam@amazonpay,1
bigbasket@okhdfcbank,0
yytivddrbze7@jio,0
swiggy160@paytym,1
puexp3qikfpz3@okicici,1
makemytrip@okhdfcbank,0
18555587@okaxis,1
dunzo@okaxis,0
spothuighu@oksbi,0
amazon835@gpay,0
flipkart25@gpey,1
amazon-customer@amazonpay,1
uber@amazonpay1,1
flipkartsupport@paytm,1
74148973@paytym,1
paytmurgent@amazanpay,1
49472@okicici,1
flipkart@airtel,0
lubnrp68@gpay,0
swiggy@airtel,0
services@phonpe,1
myntra827@amazonpay,0
ihbchxa1h48qiy@ibl,1
admin654@oksbi,1
rqyvelotww79@axl,0
myntra@fbl,0
prize175@phonepe,1
vendor299@amazonpay1,1
bigbasket676@ybl,0
vendor281@googlepai,1
wd4o1bjcl@ioyydld,1
njwscijz@fbl,0
phonepe-refund@amazonpay,1
99976111@jio,1
team275@paytnn,1
meesho@okhdfcbank,0
amazon_official@gpai,1
fotkjvnep@ybl,0
uber15@ybl,0
bookmyshow208@phonepee,1
gtzaxdntda233@amazonpey,1
urgent851@temp,1
905056312@paytmm,1
zomato@phonepe,0
zomato@okhdfcbank,0
gpay-claim@phonepee,1
ftdkbljf955@googlepay1,1
xxibrkxpzmwa@jio,0
hyawjjkdtufq@okicici,0
znbyeqcjljk@oksbi,0
gjggkllfwm3v90d@paytm,1
dunzo741@phonepee,1
426784118@googlepay,1
offer416@oksbi,1
76386691@gpay,1
airbnb@fbl,0
38301812@airtel,1
bigbasket562@paytm,0
2962389@paytam,1
makemytrip655@fbl,0
txrirt@okaxis,0
flipkart@gpey,1
oyo144@paytm,0
claim391@oksbi,1
paytm_reward@gpaay,1
amazon@phonepe,0
olqqs370@paytmm,1
makemytrip319@axl,0
iyokiqgbrlb72@googlepay,0
amazon-claim@paytam,1
bkurf@amazonpay1,1
on7k7812@phonepe,1
forai@paytnn,1
swiggy@okaxis,0
oyo985@ibl,0
ot8wmsc5r0@oksbi,1
airbnb@oksbi,0
ypims219@paytnn,1
f9qy9q16u@gsnu,1
airbnb@airtel,0
enterprise@amazanpay,1
flipkart41@jio,0
13533904@phonepee,1
flipkart133@ibl,0
udlbmb93@fbl,0
31795034@ybl,1
982500@axl,1
airbnb@okhdfcbank,0
wnzmre23@gpay,0
ftximb@phonepay,1
makemytrip104@googlepey,1
customer585@phonepe1,1
makemytrip@okhdfcbank,0
admin810@okhdfcbank,1
makemytrip@googlepay,0
gpayteam@amazonpay,1
gpayclaim@ybl,1
qmvuin6f0x1@vemswps,1
services@phonpe,1
bysvvvjac@axl,0
jfnkckbukblc95@googlepay,0
dunzo583@gpay,0
phonepeoffer@phonepee,1
uber@paytm,0
flipkart@ibl,0
shikomkx@okhdfcbank,0
iklhd71@oksbi,0
censkkr61@ybl,0
gpay_official@phonepe,1
flipkart876@okhdfcbank,0
dunzo@ybl,0
honcf@phonpe,1
26162575@goooglepay,1
edwsareq@okhdfcbank,0
zomato@ybl,0
gl7gb4ivuwy@llvbrwv,1
negfaucfyq@googlepay1,1
65202@oksbi,1
osemq@googlepay,0
amazon@okaxis,0
zpaljvbr46@googlepay,0
15miiyjyfvdy@ivexmy,1
wkaawuz@oksbi,0
amazon@paytm,0
airbnb54@oksbi,0
hswgoezz@googlepey,1
ixhop326@googlepay1,1
prvqrqovlmj@okhdfcbank,0
mpurolxtffq82@phonepe,0
kemwuw@okicici,0
gpay-service@oksbi,1
npmjw42@okicici,0
7315110667@fbl,1
64bf1uisr0@niim,1
bigbasket@okhdfcbank,0
fivrcfiklgbf@okaxis,0
867568150@ybl,1
grofers@ybl,0
48kxx1v9@amazonpay,1
fkntmexwil@okaxis,0
fljjpdhynxxk@googlepay,0
oyo39@fbl,0
flipkart-offer@axl,1
anypol@okaxis,0
amazoncustomer@ibl,1
sfcvgolsiw84@ybl,0
bjghbzlehipq@okicici,0
bookmyshow@airtel,0
refund310@phonpe,1
caijsvz@goooglepay,1
pvbrorugiwjt78@okicici,0
yclnbguxjt@phonepe1,1
29577@okaxis,1
ripfd@phonepe1,1
yh0ypeaza4@gfut,1
esqqoqlyn@paytm,0
hgkqtjea@ybl,0
shop@paytam,1
airbnb@phonepe,0
uber912@amazonpay,0
vruev@ibl,0
vqrxwdbswd62@axl,0
til8f6q02ao6xm3@rrmnoc,1
amazonsupport@gpay,1
makemytrip900@okhdfcbank,0
rhqtndahvus@axl,0
nuolvofhtg@okaxis,0
shop@gpaay,1
56528207@okicici,1
yzxyouo41@okhdfcbank,0
olneth68@okicici,0
mfoengfcr@paytm,0
amazonteam@jio,1
mrfykiros@ibl,0
dunzo978@oksbi,0
hkofyl@okhdfcbank,0
iupsrrt569@gpey,1
enkcsplotia@oksbi,0
397317065@googlepay,1
rlhsu993@goooglepay,1
hsmdyxkzmvcr92@amazonpay,0
hrzcelok@wdvmsb,1
yfyimak87sqcea@lkra,1
phonepehelp@phonepee,1
ikajejex35@oksbi,0
support715@paytam,1
support40@okicici,1
flipkart@amazonpay,0
xeprmyabpt6@ibl,0
bigbasket@jio,0
07927@goooglepay,1
amazon420@phonepe,0
shop290@phonepay,1
jmpaxhal62@oksbi,0
phonepebonus@test,1
pjykg@amazonpey,1
rfajod@airtel,0
e63ws6260vdt@rqpz,1
321265@googlepay1,1
amazon@jio,0
405176965@ibl,1
amazon@phonepe,0
917929159@oksbi,1
flipkart954@ibl,0
zomato@googlepey,1
makemytrip@phonepe,0
bookmyshow178@gpay,0
9662285@amazonpay,1
verify700@gpai,1
phonepe_urgent@fake,1
vbkmjjuud@oksbi,0
013966@okicici,1
myntra@okicici,0
cashback590@unknown,1
store532@gpey,1
ehqid@gpay,0
9433078881@phonepe,1
flipkart@fbl,0
bookmyshow@okhdfcbank,0
bookmyshow@jio,0
bookmyshow@ibl,0
makemytrip@paytm,0
zessfidunbi@ybl,0
dunzo@paytm,0
bookmyshow610@ybl,0
zomato@phonepe,0
isacd@amazonpey,1
axgyfeon@amazonpay,0
meesho@okhdfcbank,0
dunzo632@fbl,0
flipkart514@okhdfcbank,0
flipkart-cashback@googlepai,1
kbbdficjxb@paytm,0
thzdjszm@ybl,0
flipkartadmin@fbl,1
verify466@gpai,1
adtouxvpxaro12@googlepay,0
airbnb226@googlepay,0
lubnq44@airtel,0
myntra@gpay,0
w6qcpmavs6cj@gpay,1
grofers@ybl,0
team611@okhdfcbank,1
jcfjc18@phonpe,1
8egqukmv@okicici,1
68968@paytnn,1
d8mt4ex1332lfy@ibl,1
customer610@ibl,1
70489@paytnn,1
zjmlz142@paytam,1
dpbiteveupw@jio,0
18bv8hes55zi@yrmwne,1
flipkart@fbl,0
dunzo450@googlepay1,1
phonepe_prize@okicici,1
641439@goooglepay,1
bookmyshow943@gpay,0
bookmyshow@ibl,0
ww8zyvcvv01y@hqgy,1
713645@gpaay,1
bigbasket869@gpay,0
amazon_official@paytam,1
pz4rcr9j@zsap,1
kbthvigzv@phonepee,1
119588036@googlepay,1
trader223@paytnn,1
myntra@paytm,0
oczagvnleye@oksbi,0
phonepeoffer@fake,1
meesho@goooglepay,1
urgent410@amazonpay,1
6489560@okaxis,1
grofers@okicici,0
hkgxcgdu46@fbl,0
help414@oksbi,1
79497@gpai,1
winner7@temp,1
8619262@fbl,1
meesho@fbl,0
kgnsty@paytym,1
vqyfndjwvq82@phonepe,0
store@amazonpay1,1
wxhhsenqco27@fbl,0
oyo172@okhdfcbank,0
uber298@ibl,0
chep5g9eg@iijlyuda,1
fffoahnz@googlepey,1
oyo526@oksbi,0
flipkart@oksbi,0
flipkart_prize@googlepay,1
g03hutv7s7s4g@jbxvjva,1
myntra@jio,0
xysia343@paytnn,1
uvttzs10@phonepe,0
ncqniu22tk2@ulgsinj,1
acwdipeep708@gpai,1
zomato@goooglepay,1
makemytrip@fbl,0
official132@googlepey,1
aykrdcoesyec80@amazonpay,0
bookmyshow@ibl,0
offer744@paytm,1
flipkart@ibl,0
448819@googlepey,1
flipkartreward@ybl,1
hykuf32@paytm,0
flipkarturgent@googlepai,1
kjcrzcrbwt@gpay,0
hdzkgxfwsi@googlepey,1
ulsbbksshhfu65@okhdfcbank,0
ola@googlepay,0
seller@gpaay,1
iqiwoajgrqr@okaxis,0
zomato@gpay,0
aeqfo@googlepay,0
igqvnqshnknt14@phonepe,0
flipkart@ybl,0
grofers@fbl,0
806797@amazonpay1,1
reward247@gpay,1
uber@googlepey,1
paytmhelp@paytym,1
yhxxqrsmjj@paytam,1
f9fax2qet3@crwyu,1
meesho@ybl,0
vlmjoomv@airtel,0
zomato@okicici,0
sjunqk83@goooglepay,1
dealer@paytam,1
okcqhipxk12@paytm,0
bdqmnf49@airtel,0
amazon@okaxis,0
makemytrip@fbl,0
bigbasket477@okicici,0
f2t3x8pfxq@okhdfcbank,1
gwmpuu5fe@phonepe,1
gpay_team@oksbi,1
ipuuqzbfilz24@ibl,0
huljcemt@phonepay,1
qljgjpnn49@paytm,0
meesho@googlepay,0
enterprise835@googlepey,1
ezoedgm@paytmm,1
uber@paytam,1
meesho@phonepe,0
team267@gpaay,1
flipkart_verify@phonepe1,1
makemytrip694@paytm,0
dunzo@amazonpay,0
amazon@gpay,0
official371@oksbi,1
flipkart@okhdfcbank,0
flipkart_refund@googlepay1,1
rzxqsj39@okaxis,0
amazon-verify@amazanpay,1
oghusql9ewg9ys@enfds,1
uber734@okicici,0
ny79eulsnxggjk0@udtbol,1
73278@phonepee,1
mptyeiru56@oksbi,0
meesho250@jio,0
zomato@okaxis,0
466472102@jio,1
reward41@goooglepay,1
makemytrip@phonepe1,1
ebcgp@ibl,0
dealer309@gpaay,1
jjuqxwtt907@googlepai,1
faiolyaurwa11@gpay,0
gq1ocphxlm@fbl,1
dbxi9fe3fc@ibl,1
grofers909@okaxis,0
2384767924@temp,1
txvfddtzfj62@fbl,0
airbnb@okicici,0
rsgr6tljd6p@pnsvn,1
zomato@okhdfcbank,0
gpayservice@axl,1
bookmyshow@paytm,0
uber@ibl,0
bigbasket@amazonpay,0
pirnyi379@phonepe1,1
iipiwxynkcv@googlepay,0
airbnb864@ibl,0
744836@googlepay1,1
gpayofficial@okhdfcbank,1
58rsxh5szkj4bg@bzdkbanl,1
phonepe_bonus@amazonpey,1
bookmyshow@okhdfcbank,0
flipkart390@phonepee,1
dunzo@ybl,0
ola951@airtel,0
makemytrip131@axl,0
yeurotxb664@googlepay1,1
676856@phonepe,1
flipkart508@okhdfcbank,0
5kk80g0iu@egzlrsm,1
myntra@okicici,0
wqcbsqfwc@gpay,0
ola@phonepe,0
makemytrip@googlepay,0
walicsh282@phonepee,1
bonus130@phonepay,1
70723@googlepay1,1
prize458@paytmm,1
scdmwzb74@airtel,0
uuyjozoj7@dzibrdtb,1
tvtcqpa40@phonpe,1
btopgxa@googlepey,1
908010648@airtel,1
flipkart-official@googlepey,1
myntra@jio,0
bigbasket@ybl,0
myntra@okhdfcbank,0
91382@googlepay,1
bookmyshow33@goooglepay,1
myntra838@phonepe,0
tnrojsej95@paytm,0
53704680@goooglepay,1
dunzo@googlepay,0
